model_name,model_file,reasoning_level,recipe_index,recipe_type,recipe_name,predicted_copper_mg,ground_truth_copper_mg,signed_error,absolute_error,relative_error_percent,success,word_count,paragraph_count,sentence_count,bullet_count,numbered_step_count,json_block_present,usda_reference_count,uncertainty_marker_count,correction_phrase_count,refinement_step_count,ingredient_count,ingredient_mentioned_count,explicit_ingredient_estimate_count,ingredient_coverage_percent,skipped_or_negligible_count,grouping_marker_count,per_100g_count,gram_conversion_count,portion_based_count,division_per_serving_count,sum_statement_count,arithmetic_expression_count,high_copper_reference_count,low_copper_reference_count,estimated_numeric_mg_count,calculation_density,coverage_gap_count,complexity_response_ratio,overestimate_indicator,underestimate_indicator
gpt_4o,gpt_4o.jsonl,none,6,anytime_meals,Chicken and Broccoli Piccata,0.135,0.13,0.0050000000000000044,0.0050000000000000044,3.8461538461538494,True,178,8,11,8,0,1,0,17,0,0,14,10,5,35.714285714285715,1,1,4,8,4,1,3,4,0,1,13,0.02247191011235955,9,0.35714285714285715,1,0
gpt_4o,gpt_4o.jsonl,none,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.291,0.12,0.17099999999999999,0.17099999999999999,142.49999999999997,True,161,8,1,9,0,1,0,2,0,0,18,11,4,22.22222222222222,1,0,8,16,5,7,2,3,0,1,15,0.018633540372670808,14,0.2222222222222222,1,0
gpt_4o,gpt_4o.jsonl,none,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.47,0.09,0.38,0.38,422.22222222222223,True,154,6,8,6,0,1,0,20,0,0,13,10,6,46.15384615384615,1,0,0,5,3,0,2,4,0,1,6,0.025974025974025976,7,0.46153846153846156,1,0
gpt_4o,gpt_4o.jsonl,none,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.1375,0.14,-0.0025000000000000022,0.0025000000000000022,1.785714285714287,True,115,8,5,6,0,1,0,6,0,0,10,10,2,20.0,0,0,0,0,5,2,3,0,0,0,9,0.0,8,0.2,0,1
gpt_4o,gpt_4o.jsonl,none,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.29075,0.14,0.15075,0.15075,107.67857142857142,True,169,8,8,8,4,1,0,10,0,0,17,4,4,23.52941176470588,0,0,8,16,5,6,2,0,0,0,19,0.0,13,0.23529411764705882,1,0
gpt_4o,gpt_4o.jsonl,none,11,anytime_meals,Chicken Sausage Garden Pasta,0.33,0.04,0.29000000000000004,0.29000000000000004,725.0000000000001,True,145,6,2,9,0,1,0,12,0,0,10,9,8,80.0,1,0,0,8,8,0,2,0,0,1,9,0.0,2,0.8,1,0
gpt_4o,gpt_4o.jsonl,none,12,anytime_meals,Roasted Cauliflower Power Salad,0.4,0.12,0.28,0.28,233.33333333333334,True,219,8,11,15,0,1,0,22,0,0,18,15,9,50.0,2,0,0,6,10,6,4,3,0,2,17,0.0136986301369863,9,0.5,1,0
gpt_4o,gpt_4o.jsonl,none,13,anytime_meals,Simple Greek Salad,,0.12,,0.022499999999999992,18.749999999999993,True,165,7,2,7,0,1,0,3,0,0,16,11,10,62.5,0,0,0,0,8,5,3,15,0,0,7,0.09090909090909091,6,0.625,0,0
gpt_4o,gpt_4o.jsonl,none,14,anytime_meals,Apple-Celery Chicken Salad,0.1,0.1,0.0,0.0,0.0,True,158,5,11,9,0,1,0,21,0,0,11,11,11,100.0,0,0,0,7,6,2,2,2,0,0,10,0.012658227848101266,0,1.0,0,0
gpt_4o,gpt_4o.jsonl,none,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.425,0.19,0.235,0.235,123.68421052631578,True,130,6,2,7,0,1,0,11,0,0,15,12,6,40.0,0,0,0,6,7,4,2,3,0,0,7,0.023076923076923078,9,0.4,1,0
gpt_4o,gpt_4o.jsonl,none,16,desserts,Citrus-Berry Ricotta Parfaits,0.13,0.1,0.03,0.03,30.0,True,161,8,9,11,0,1,0,8,0,0,6,6,6,100.0,1,0,0,0,8,3,3,0,0,1,15,0.0,0,1.0,1,0
gpt_4o,gpt_4o.jsonl,none,17,desserts,Crispy Rice Cereal Treats,0.028,0.02,0.008,0.008,40.0,True,165,7,10,9,0,1,0,13,0,0,6,6,4,66.66666666666666,3,0,2,4,9,5,3,4,0,3,12,0.024242424242424242,2,0.6666666666666666,1,0
gpt_4o,gpt_4o.jsonl,none,18,desserts,Carob Chip Cranberry Cookies,0.03125,0.03,0.0012500000000000011,0.0012500000000000011,4.1666666666666705,True,171,8,1,11,0,1,0,2,0,0,12,12,5,41.66666666666667,1,0,2,4,9,5,5,7,0,1,15,0.04093567251461988,7,0.4166666666666667,1,0
gpt_4o,gpt_4o.jsonl,none,19,desserts,Pumpkin Cinnamon Bars,0.0375,0.06,-0.0225,0.0225,37.5,True,156,7,9,11,0,1,0,9,0,0,12,12,3,25.0,0,0,0,0,5,3,3,3,0,0,9,0.019230769230769232,9,0.25,0,1
gpt_4o,gpt_4o.jsonl,none,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.0633,0.03,0.033299999999999996,0.033299999999999996,110.99999999999999,True,187,8,12,17,0,1,0,10,0,0,15,15,8,53.333333333333336,0,0,0,0,9,2,3,0,0,0,15,0.0,7,0.5333333333333333,1,0
gpt_4o,gpt_4o.jsonl,none,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.3,0.16,0.13999999999999999,0.13999999999999999,87.49999999999999,True,88,7,7,4,3,1,0,3,0,0,3,3,1,33.33333333333333,1,0,0,0,4,0,1,0,0,1,3,0.0,2,0.3333333333333333,1,0
gpt_4o,gpt_4o.jsonl,none,22,snacks,Avocado Toast with Feta,0.145,0.23,-0.08500000000000002,0.08500000000000002,36.956521739130444,True,131,7,5,6,0,1,0,9,0,0,3,3,3,100.0,0,0,1,4,4,1,4,2,0,0,8,0.015267175572519083,0,1.0,0,1
gpt_4o,gpt_4o.jsonl,none,23,snacks,Trail Mix Snack,0.21,0.1,0.10999999999999999,0.10999999999999999,109.99999999999999,True,128,7,2,5,0,1,0,11,0,0,4,4,4,100.0,0,0,0,0,7,3,4,5,0,0,5,0.0390625,0,1.0,1,0
gpt_4o,gpt_4o.jsonl,none,24,snacks,Almond Butter Apple Snack,0.35,0.14,0.20999999999999996,0.20999999999999996,149.99999999999994,True,108,8,3,4,0,1,0,5,0,0,2,2,2,100.0,0,0,0,0,4,1,6,0,0,0,7,0.0,0,1.0,1,0
gpt_4o,gpt_4o.jsonl,none,25,snacks,Hummus with Bell Pepper,0.3,0.14,0.15999999999999998,0.15999999999999998,114.28571428571426,True,110,8,3,4,0,1,0,5,0,0,2,2,2,100.0,0,0,0,0,4,1,6,0,0,0,7,0.0,0,1.0,1,0
gpt_4o,gpt_4o.jsonl,none,13,anytime_meals,Simple Greek Salad,0.0975,0.12,-0.022499999999999992,0.022499999999999992,18.749999999999993,True,139,6,1,11,0,1,0,4,0,0,16,15,11,68.75,2,0,0,0,9,6,3,3,0,2,9,0.02158273381294964,5,0.6875,0,1
gpt_4o_mini,gpt_4o_mini.jsonl,none,0,breakfast,Scrambled Egg & Black Bean Burritos,0.21,0.15,0.06,0.06,40.0,True,215,8,11,13,11,1,0,1,0,0,11,11,11,100.0,0,0,0,0,13,7,4,14,0,0,16,0.06511627906976744,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,1,breakfast,Cranberry Carrot Muffins,0.0388,0.06,-0.021199999999999997,0.021199999999999997,35.33333333333333,True,227,8,15,9,5,1,0,18,0,0,15,11,6,40.0,1,0,4,8,8,5,3,6,0,1,12,0.02643171806167401,9,0.4,0,1
gpt_4o_mini,gpt_4o_mini.jsonl,none,2,breakfast,Blueberry Banana Pancakes,0.325,0.17,0.155,0.155,91.17647058823529,True,207,9,7,12,6,1,0,13,0,0,11,8,7,63.63636363636363,0,0,0,0,10,8,4,10,0,0,15,0.04830917874396135,4,0.6363636363636364,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.1683,0.08,0.0883,0.0883,110.375,True,229,13,12,14,6,1,0,16,0,0,10,6,6,60.0,0,0,1,0,8,2,9,5,0,0,6,0.021834061135371178,4,0.6,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,4,breakfast,Glorious Green Smoothie Bowl,0.33,0.17,0.16,0.16,94.11764705882352,True,211,8,10,12,6,1,0,12,0,0,6,6,6,100.0,0,0,0,0,6,4,4,8,0,0,13,0.037914691943127965,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.175,0.04,0.13499999999999998,0.13499999999999998,337.49999999999994,True,180,8,15,9,7,1,0,15,0,0,14,9,8,57.14285714285714,0,0,0,0,10,7,4,10,0,0,10,0.05555555555555555,6,0.5714285714285714,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,6,anytime_meals,Chicken and Broccoli Piccata,0.0825,0.13,-0.0475,0.0475,36.53846153846153,True,233,8,22,12,8,1,0,17,0,0,14,9,5,35.714285714285715,4,0,4,0,7,3,4,4,0,4,15,0.017167381974248927,9,0.35714285714285715,0,1
gpt_4o_mini,gpt_4o_mini.jsonl,none,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.06625,0.12,-0.05374999999999999,0.05374999999999999,44.791666666666664,True,221,9,17,10,6,1,0,14,0,0,18,10,6,33.33333333333333,2,0,2,4,6,4,4,4,0,2,16,0.01809954751131222,12,0.3333333333333333,0,1
gpt_4o_mini,gpt_4o_mini.jsonl,none,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.1,0.09,0.010000000000000009,0.010000000000000009,11.111111111111121,True,154,9,7,6,3,1,0,7,0,0,13,6,4,30.76923076923077,0,0,0,0,6,4,5,3,0,0,9,0.01948051948051948,9,0.3076923076923077,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.24,0.14,0.09999999999999998,0.09999999999999998,71.4285714285714,True,200,9,13,8,4,1,0,16,0,0,10,4,4,40.0,0,0,1,0,11,3,3,3,0,0,16,0.015,6,0.4,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.22,0.14,0.07999999999999999,0.07999999999999999,57.14285714285713,True,180,8,10,6,3,1,0,12,0,0,17,4,4,23.52941176470588,0,0,3,6,6,4,3,1,0,0,15,0.005555555555555556,13,0.23529411764705882,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,11,anytime_meals,Chicken Sausage Garden Pasta,0.325,0.04,0.28500000000000003,0.28500000000000003,712.5000000000001,True,234,6,21,20,10,1,0,15,0,0,10,10,7,70.0,3,0,0,0,11,3,4,6,0,3,18,0.02564102564102564,3,0.7,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,12,anytime_meals,Roasted Cauliflower Power Salad,0.5,0.12,0.38,0.38,316.6666666666667,True,374,9,33,35,16,1,0,24,0,0,18,18,18,100.0,0,0,0,0,19,9,4,17,0,0,37,0.045454545454545456,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,13,anytime_meals,Simple Greek Salad,0.08125,0.12,-0.03874999999999999,0.03874999999999999,32.291666666666664,True,242,9,16,10,5,1,0,21,0,0,16,10,9,56.25,0,0,5,10,9,8,3,8,0,0,18,0.03305785123966942,7,0.5625,0,1
gpt_4o_mini,gpt_4o_mini.jsonl,none,14,anytime_meals,Apple-Celery Chicken Salad,0.215,0.1,0.11499999999999999,0.11499999999999999,114.99999999999999,True,242,8,21,18,10,1,0,17,0,0,11,11,9,81.81818181818183,2,0,0,0,11,6,4,11,0,2,19,0.045454545454545456,2,0.8181818181818182,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.66,0.19,0.47000000000000003,0.47000000000000003,247.3684210526316,True,296,14,15,19,7,1,0,14,0,0,15,15,6,40.0,1,0,0,0,22,8,10,10,0,1,28,0.033783783783783786,9,0.4,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,16,desserts,Citrus-Berry Ricotta Parfaits,0.3685,0.1,0.26849999999999996,0.26849999999999996,268.49999999999994,True,260,13,12,6,6,1,0,14,0,0,6,6,6,100.0,0,0,2,1,11,4,4,6,0,0,6,0.023076923076923078,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,17,desserts,Crispy Rice Cereal Treats,0.035,0.02,0.015000000000000003,0.015000000000000003,75.00000000000001,True,194,8,12,12,6,1,0,14,0,0,6,6,6,100.0,0,0,0,0,9,5,3,8,0,0,12,0.041237113402061855,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,18,desserts,Carob Chip Cranberry Cookies,0.035,0.03,0.0050000000000000044,0.0050000000000000044,16.666666666666682,True,254,9,11,22,10,1,0,1,0,0,12,11,11,91.66666666666666,0,0,0,0,15,9,5,15,0,0,23,0.05905511811023622,1,0.9166666666666666,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,19,desserts,Pumpkin Cinnamon Bars,0.06,0.06,0.0,0.0,0.0,True,307,17,25,31,12,1,0,15,0,0,12,12,5,41.66666666666667,7,0,2,0,18,9,16,10,0,7,25,0.03257328990228013,7,0.4166666666666667,0,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.175,0.03,0.145,0.145,483.3333333333333,True,320,8,32,23,15,1,0,17,0,0,15,15,9,60.0,7,0,0,0,22,10,6,15,0,7,22,0.046875,6,0.6,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.25,0.16,0.09,0.09,56.25,True,170,8,8,6,3,1,0,8,0,0,3,3,3,100.0,1,0,0,0,7,2,5,1,0,1,9,0.0058823529411764705,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,22,snacks,Avocado Toast with Feta,0.3,0.23,0.06999999999999998,0.06999999999999998,30.43478260869564,True,131,7,7,6,3,1,0,9,0,0,3,3,3,100.0,0,0,0,0,3,1,5,3,0,0,8,0.022900763358778626,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,23,snacks,Trail Mix Snack,0.42,0.1,0.31999999999999995,0.31999999999999995,319.99999999999994,True,149,8,9,8,4,1,0,9,0,0,4,4,4,100.0,0,0,0,0,7,3,4,5,0,0,10,0.03355704697986577,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,24,snacks,Almond Butter Apple Snack,0.35,0.14,0.20999999999999996,0.20999999999999996,149.99999999999994,True,96,6,2,5,0,1,0,5,0,0,2,2,2,100.0,0,0,0,0,3,0,5,0,0,0,7,0.0,0,1.0,1,0
gpt_4o_mini,gpt_4o_mini.jsonl,none,25,snacks,Hummus with Bell Pepper,0.2,0.14,0.06,0.06,42.85714285714285,True,113,8,5,6,2,1,0,5,0,0,2,2,2,100.0,0,0,0,0,4,1,4,0,0,0,6,0.0,0,1.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,24,snacks,Almond Butter Apple Snack,0.22,0.14,0.07999999999999999,0.07999999999999999,57.14285714285713,True,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,0,breakfast,Scrambled Egg & Black Bean Burritos,0.19,0.15,0.04000000000000001,0.04000000000000001,26.66666666666667,True,14,1,0,0,0,1,0,0,0,0,11,1,1,9.090909090909092,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.09090909090909091,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,1,breakfast,Cranberry Carrot Muffins,0.063,0.06,0.0030000000000000027,0.0030000000000000027,5.000000000000004,True,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,2,breakfast,Blueberry Banana Pancakes,0.19,0.17,0.01999999999999999,0.01999999999999999,11.764705882352935,True,12,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.1,0.08,0.020000000000000004,0.020000000000000004,25.000000000000007,True,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,4,breakfast,Glorious Green Smoothie Bowl,0.16,0.17,-0.010000000000000009,0.010000000000000009,5.8823529411764754,True,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.11,0.04,0.07,0.07,175.00000000000003,True,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,6,anytime_meals,Chicken and Broccoli Piccata,0.12,0.13,-0.010000000000000009,0.010000000000000009,7.692307692307699,True,13,1,0,0,0,1,0,0,0,0,14,3,3,21.428571428571427,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.21428571428571427,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.18,0.12,0.06,0.06,50.0,True,14,1,0,0,0,1,0,0,0,0,18,4,4,22.22222222222222,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.2222222222222222,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.42,0.09,0.32999999999999996,0.32999999999999996,366.66666666666663,True,14,1,0,0,0,1,0,0,0,0,13,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.11,0.14,-0.030000000000000013,0.030000000000000013,21.428571428571434,True,14,1,0,0,0,1,0,0,0,0,10,2,2,20.0,0,0,0,0,2,0,1,0,0,0,0,0.0,8,0.2,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.26,0.14,0.12,0.12,85.7142857142857,True,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,11,anytime_meals,Chicken Sausage Garden Pasta,0.25,0.04,0.21,0.21,525.0,True,13,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,12,anytime_meals,Roasted Cauliflower Power Salad,0.26,0.12,0.14,0.14,116.66666666666667,True,13,1,0,0,0,1,0,0,0,0,18,1,1,5.555555555555555,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.05555555555555555,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,13,anytime_meals,Simple Greek Salad,0.18,0.12,0.06,0.06,50.0,True,12,1,0,0,0,1,0,0,0,0,16,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,16,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,14,anytime_meals,Apple-Celery Chicken Salad,0.05,0.1,-0.05,0.05,50.0,True,13,1,0,0,0,1,0,0,0,0,11,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.22,0.19,0.03,0.03,15.789473684210526,True,14,1,0,0,0,1,0,0,0,0,15,2,2,13.333333333333334,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.13333333333333333,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,16,desserts,Citrus-Berry Ricotta Parfaits,0.084,0.1,-0.016,0.016,16.0,True,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,17,desserts,Crispy Rice Cereal Treats,0.016,0.02,-0.004,0.004,20.0,True,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,18,desserts,Carob Chip Cranberry Cookies,0.039,0.03,0.009000000000000001,0.009000000000000001,30.000000000000004,True,13,1,0,0,0,1,0,0,0,0,12,1,1,8.333333333333332,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.08333333333333333,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,19,desserts,Pumpkin Cinnamon Bars,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,12,1,0,0,0,1,0,0,0,0,12,2,2,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.16666666666666666,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.041,0.03,0.011000000000000003,0.011000000000000003,36.66666666666668,True,15,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.29,0.16,0.12999999999999998,0.12999999999999998,81.24999999999999,True,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,22,snacks,Avocado Toast with Feta,0.09,0.23,-0.14,0.14,60.86956521739131,True,13,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,23,snacks,Trail Mix Snack,0.17,0.1,0.07,0.07,70.0,True,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,25,snacks,Hummus with Bell Pepper,0.2,0.14,0.06,0.06,42.85714285714285,True,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,0,breakfast,Scrambled Egg & Black Bean Burritos,0.21,0.15,0.06,0.06,40.0,True,14,1,0,0,0,1,0,0,0,0,11,1,1,9.090909090909092,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.09090909090909091,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,1,breakfast,Cranberry Carrot Muffins,0.07,0.06,0.010000000000000009,0.010000000000000009,16.666666666666682,True,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,2,breakfast,Blueberry Banana Pancakes,0.19,0.17,0.01999999999999999,0.01999999999999999,11.764705882352935,True,12,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.1,0.08,0.020000000000000004,0.020000000000000004,25.000000000000007,True,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,4,breakfast,Glorious Green Smoothie Bowl,0.23,0.17,0.06,0.06,35.29411764705882,True,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.12,0.04,0.07999999999999999,0.07999999999999999,199.99999999999994,True,13,1,0,0,0,1,0,0,0,0,14,3,3,21.428571428571427,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.21428571428571427,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,6,anytime_meals,Chicken and Broccoli Piccata,0.13,0.13,0.0,0.0,0.0,True,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,0,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.18,0.12,0.06,0.06,50.0,True,14,1,0,0,0,1,0,0,0,0,18,4,4,22.22222222222222,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.2222222222222222,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.38,0.09,0.29000000000000004,0.29000000000000004,322.2222222222223,True,14,1,0,0,0,1,0,0,0,0,13,2,2,15.384615384615385,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.15384615384615385,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.12,0.14,-0.020000000000000018,0.020000000000000018,14.285714285714295,True,14,1,0,0,0,1,0,0,0,0,10,2,2,20.0,0,0,0,0,2,0,1,0,0,0,0,0.0,8,0.2,0,1
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.27,0.14,0.13,0.13,92.85714285714285,True,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,11,anytime_meals,Chicken Sausage Garden Pasta,0.28,0.04,0.24000000000000002,0.24000000000000002,600.0,True,13,1,0,0,0,1,0,0,0,0,10,3,3,30.0,0,0,0,0,2,0,1,0,0,0,0,0.0,7,0.3,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,12,anytime_meals,Roasted Cauliflower Power Salad,0.26,0.12,0.14,0.14,116.66666666666667,True,13,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,13,anytime_meals,Simple Greek Salad,0.16,0.12,0.04000000000000001,0.04000000000000001,33.33333333333334,True,12,1,0,0,0,1,0,0,0,0,16,1,1,6.25,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0625,1,0
